Actual,Predicted
1.0,0.9915474
0.9810391898724424,0.9695677
0.962866959726856,0.95987064
0.9502240149773228,0.94869685
0.8955174321098135,0.8971023
0.8148155362671945,0.8110551
0.7425877885547623,0.749185
0.6174459792480422,0.6081066
0.5825803077083497,0.5903767
0.5382230535659183,0.53739643
0.4959625298946101,0.49969178
0.4407644919283096,0.4506264
0.4067297359729926,0.41452816
0.3937865521814611,0.3912165
0.342569274071259,0.34502825
0.3302604314286169,0.33141145
0.3059086162315321,0.32047483
0.293056512211834,0.29895067
0.2330218239551378,0.23818749
0.1331202733215959,0.14518784
1.0,0.9876907
0.9561172283789208,0.9447618
0.9447165397054964,0.942702
0.9276081108383912,0.9145108
0.9169206535817692,0.909945
0.9040452708798302,0.90803474
0.8662902941641509,0.8488504
0.8531557419360232,0.84421784
0.83414263308523,0.8219123
0.8230328498173765,0.8177812
0.7854193570466943,0.7828565
0.7684347020357827,0.7680812
0.7504334429156065,0.7281577
0.7379209954358987,0.7254861
0.7229081240545329,0.7328041
0.6843378405807308,0.68350726
0.6718038792281812,0.67713416
0.6505259684298516,0.65359265
0.6381378626100549,0.63781774
0.6124658229378868,0.6093184
0.5829788235251946,0.5909678
0.5650302462497403,0.5542999
0.5497453153212672,0.561697
0.5383051121326915,0.5442251
0.4997690739025731,0.5096157
0.4819844057997348,0.49051377
0.460638757475678,0.47132432
0.4490059862262917,0.4607856
0.4329085486882446,0.4226799
0.3862228126176511,0.4025811
0.3741627231518916,0.37332258
0.3553517437777038,0.36310324
0.3451979322084291,0.34948018
0.2977192484687071,0.31712404
0.2818955342772863,0.303519
0.263441758567647,0.2755622
0.2503999575020956,0.27054864
0.2366195678570256,0.23977517
0.1929236983623152,0.19837311
0.1747024409047363,0.18651988
0.1557619692647972,0.1783117
0.1428237750316013,0.15880643
0.097712682019407,0.10883898
0.0789560487398559,0.09403943
0.0574431365448374,0.07526879
0.0420747256430383,0.061578482
1.0,0.9931837
0.9788910918325496,0.97523415
0.9309559541110342,0.93234354
0.8881676215973453,0.8954794
0.866032253355755,0.85167557
0.8458632299436265,0.8345486
0.8164457252704387,0.81566566
0.7747145067499844,0.77001065
0.7302943305146039,0.6940984
0.705904289013893,0.7045293
0.6867580931164481,0.68719
0.640350456390153,0.6244212
0.612134180692214,0.60935557
0.5679278541407127,0.5548284
0.534262347033468,0.5278404
0.5182549982411088,0.49241054
0.463525730001704,0.45283678
0.4484029995966814,0.4283963
0.3982610661100249,0.37185264
0.367610146326162,0.364701
0.3500148161167443,0.3535113
0.2954090289947561,0.29494658
0.2767470831187778,0.26886377
0.2135150146934886,0.21861105
0.1951508247394596,0.19351576
0.1757094678122365,0.18892813
0.1135929424829143,0.10544452
0.0572477695149877,0.08224736
0.0322827633321071,0.019377192
1.0,0.9905997
0.9589244190518532,0.9519097
0.9483421524480532,0.94983983
0.9323006073482856,0.91998065
0.9222982854456484,0.91733545
0.9102370346225972,0.9181841
0.8749303126716235,0.85728234
0.8626349216229422,0.8521331
0.8447730517506693,0.82784295
0.8343607071669566,0.82672185
0.7991082277502932,0.794661
0.7832372780417534,0.77635306
0.7663366705822957,0.73755884
0.7545973576869283,0.7358809
0.7405090499330814,0.74290365
0.7044045535498955,0.6926252
0.69269171338264,0.6905239
0.6727128688116134,0.663707
0.6610965800466226,0.6497276
0.6370804556727774,0.62668043
0.6095050950055334,0.60339457
0.5926809007419975,0.56183153
0.578335745879024,0.5719695
0.567614992786033,0.56426567
0.5315614593267686,0.52717155
0.5149283105613668,0.5114291
0.4948934281976341,0.48967832
0.4839916178127107,0.48029506
0.468900898198903,0.45176765
0.4252362465434084,0.42401066
