Actual,Predicted
1.0,0.97576916
0.9810391898724424,0.9550119
0.962866959726856,0.94412506
0.9502240149773228,0.95539194
0.8955174321098135,0.9096627
0.8148155362671945,0.852811
0.7425877885547623,0.7771422
0.6174459792480422,0.5991868
0.5825803077083497,0.5998214
0.5382230535659183,0.5356773
0.4959625298946101,0.52214074
0.4407644919283096,0.44496003
0.4067297359729926,0.4069266
0.3937865521814611,0.4036823
0.342569274071259,0.3526406
0.3302604314286169,0.3429002
0.3059086162315321,0.3305995
0.293056512211834,0.3214495
0.2330218239551378,0.27891606
0.1331202733215959,0.20379575
1.0,0.982762
0.9561172283789208,0.94651335
0.9447165397054964,0.944998
0.9276081108383912,0.9222629
0.9169206535817692,0.9230862
0.9040452708798302,0.9135838
0.8662902941641509,0.8867274
0.8531557419360232,0.86749136
0.83414263308523,0.8604136
0.8230328498173765,0.8574345
0.7854193570466943,0.821917
0.7684347020357827,0.8147182
0.7504334429156065,0.7847079
0.7379209954358987,0.78333706
0.7229081240545329,0.75322926
0.6843378405807308,0.7233341
0.6718038792281812,0.6986959
0.6505259684298516,0.67956835
0.6381378626100549,0.6729676
0.6124658229378868,0.61599123
0.5829788235251946,0.5902906
0.5650302462497403,0.5625832
0.5497453153212672,0.55216694
0.5383051121326915,0.53284866
0.4997690739025731,0.50815535
0.4819844057997348,0.49250197
0.460638757475678,0.47755054
0.4490059862262917,0.47567636
0.4329085486882446,0.45487583
0.3862228126176511,0.40799516
0.3741627231518916,0.3681606
0.3553517437777038,0.37540612
0.3451979322084291,0.37708056
0.2977192484687071,0.3298817
0.2818955342772863,0.3191931
0.263441758567647,0.29747814
0.2503999575020956,0.29106367
0.2366195678570256,0.27405939
0.1929236983623152,0.23742086
0.1747024409047363,0.22516805
0.1557619692647972,0.21786827
0.1428237750316013,0.22218221
0.097712682019407,0.16589564
0.0789560487398559,0.15221933
0.0574431365448374,0.1347903
0.0420747256430383,0.13014701
1.0,0.9808339
0.9788910918325496,0.9633676
0.9309559541110342,0.9435512
0.8881676215973453,0.9076854
0.866032253355755,0.87014544
0.8458632299436265,0.86888486
0.8164457252704387,0.82832
0.7747145067499844,0.80874205
0.7302943305146039,0.74443793
0.705904289013893,0.7224491
0.6867580931164481,0.7242575
0.640350456390153,0.643381
0.612134180692214,0.5913336
0.5679278541407127,0.55643165
0.534262347033468,0.5310924
0.5182549982411088,0.51249397
0.463525730001704,0.46188474
0.4484029995966814,0.4212729
0.3982610661100249,0.37155798
0.367610146326162,0.3659573
0.3500148161167443,0.34584177
0.2954090289947561,0.31150287
0.2767470831187778,0.25498956
0.2135150146934886,0.25997955
0.1951508247394596,0.23178566
0.1757094678122365,0.21331725
0.1135929424829143,0.2042641
0.0572477695149877,0.14652574
0.0322827633321071,0.12809667
1.0,0.99332005
0.9589244190518532,0.9502566
0.9483421524480532,0.95055366
0.9323006073482856,0.9250253
0.9222982854456484,0.9275571
0.9102370346225972,0.9221116
0.8749303126716235,0.8920185
0.8626349216229422,0.8721048
0.8447730517506693,0.8650628
0.8343607071669566,0.86882424
0.7991082277502932,0.82988214
0.7832372780417534,0.8238394
0.7663366705822957,0.7921155
0.7545973576869283,0.79228103
0.7405090499330814,0.76998883
0.7044045535498955,0.73458534
0.69269171338264,0.7127043
0.6727128688116134,0.69469583
0.6610965800466226,0.69368786
0.6370804556727774,0.634445
0.6095050950055334,0.61011636
0.5926809007419975,0.57549584
0.578335745879024,0.5648153
0.567614992786033,0.5512779
0.5315614593267686,0.5197116
0.5149283105613668,0.5054404
0.4948934281976341,0.48788196
0.4839916178127107,0.48987934
0.468900898198903,0.489019
0.4252362465434084,0.43494752
0.4139498138958909,0.39476994
0.3963023198239346,0.39711487
0.3867994642800679,0.41482934
0.3423901706075982,0.35045245
0.327653198707167,0.3435517
0.3103827452713354,0.32446223
0.2982082212768157,0.32069576
0.2853545576924238,0.3060197
0.2447311709861273,0.26135024
0.2277442745111525,0.24312961
0.2100228487740504,0.23549351
0.1979380928803874,0.24073175
0.1561509264203617,0.2081823
0.1391444155591495,0.19193377
0.1196978324280754,0.15688571
0.1059781983542429,0.15571046
0.0888171151216926,0.15294784
0.0472547742700955,0.13329144
0.0300209814452147,0.12094891
1.0,0.97536623
0.9806397676509856,0.9547548
0.9620906624422092,0.94387007
0.9491749008510616,0.9527209
0.8933567361344313,0.9058539
0.8109984968971724,0.84778804
0.737232788153579,0.76958275
0.6094315358303206,0.5957298
0.5737759139159442,0.59401375
0.5284492632332471,0.53172374
0.4852675004325829,0.5176332
0.4288274712595206,0.43819144
0.3940366303877557,0.399639
0.380804034439502,0.39487493
0.3284667252030533,0.34633502
0.3158787032046669,0.337344
0.2910061427949731,0.3232366
0.2778623090718329,0.31135696
0.2164972632945704,0.27601266
0.1143196204979755,0.19402021
1.0,0.9858146
0.9655873909331104,0.9499924
0.9295348302270118,0.9239099
0.91808910563007,0.9181396
0.89990046399258,0.90320086
0.890385925904548,0.9037187
0.8750619276814806,0.8873941
0.8232306331891192,0.84480196
0.8076048042217967,0.82613313
0.7485172241681555,0.7815675
0.7282662889236378,0.73839027
0.6728514959812049,0.66884476
0.5910117239556603,0.5718253
0.5270750491696783,0.57200354
0.3807243990891463,0.36849827
0.3635936132843059,0.35785195
0.3223250182850408,0.3363245
0.3041826881645504,0.33122385
0.287286229344749,0.32193843
0.2741387523705125,0.31132326
0.2528822854128379,0.2950502
0.1975480520411262,0.23916191
0.1575915961079157,0.20010376
0.1145864599638746,0.17256328
0.0799851152442364,0.15464845
1.0,0.8968862
0.8045312403142432,0.80041033
0.775939349330817,0.7898286
0.7084952831746844,0.7033263
0.6714717156374619,0.6407316
0.603867071792932,0.5881419
0.5563182960956161,0.5259518
0.4963264531386597,0.42504632
0.3845686169231483,0.3322598
0.3046635764739139,0.31015596
0.2480773384198593,0.28406855
0.222856679115286,0.26386008
0.192737542702437,0.24949461
0.1738318166620203,0.2392002
1.0,0.97276556
0.9763824623395232,0.9506349
0.9227663041674148,0.9238515
0.8747470129156892,0.8928859
0.8497099597595196,0.85819465
0.8271247379265625,0.85113853
0.7941606976992591,0.8041726
0.7474587889582976,0.7755249
0.6974736822029952,0.71521705
0.6700637362174762,0.68995535
0.6485721341610884,0.6755087
0.5965669363300695,0.6017251
0.5648715235954785,0.5479396
0.5149405150396997,0.52555734
0.4771179783313594,0.5048879
0.4591193334868645,0.4641388
0.3977900120286921,0.4049185
0.380771079677176,0.35736632
0.3241695974817153,0.32960618
0.2896422234085327,0.3205824
0.2697819214432372,0.29439113
0.2081544669659097,0.25369406
0.1869532206234994,0.20996311
0.1149212243265851,0.19454595
0.0937123370910658,0.1660285
1.0,1.0349059
0.9929133813554968,1.0224887
0.9862990735551352,0.997528
0.9824819713680282,1.0060918
0.976854405723648,1.0040524
0.9701489507141428,1.0044911
0.9633260548638122,0.99959654
0.9548686886999516,0.972559
0.9499723489918654,0.92298543
0.9550294935663184,0.97595215
0.9526834663223668,0.96577525
0.9506315710162424,0.9698783
0.9476643802781352,0.92130905
0.948205239063714,0.9528764
0.9479869264375104,0.9695302
0.9448058863953058,0.9796689
0.9353132178416456,0.98866934
0.9250405386603888,0.9494643
0.9199577157878353,0.94736016
0.9150606083348388,0.88385135
0.9197553928969064,0.95801455
0.91493509466971,0.88952583
0.9150397504471308,0.9277253
0.9127188954956182,0.92445976
0.911961139758344,0.95184183
0.9060224868948308,0.89691204
0.9082173407938788,0.9383109
0.904669180808596,0.9117381
0.9052706147543028,0.93112767
0.9030219416994788,0.9094794
0.9035886881496478,0.936813
0.9002617826032309,0.9029257
0.901537129021716,0.911927
0.9000957827401219,0.92927194
0.8964581587654514,0.91725725
0.8943700241922415,0.92442226
0.8908979906108847,0.8892183
0.8910825858591146,0.91573226
0.8882474205238778,0.9111248
0.8861019294336223,0.90767336
0.8845733990946376,0.888296
0.8848263899241732,0.9103791
0.8815763820004302,0.8803179
0.8817598489092008,0.89922774
0.88141907029748,0.8926223
0.8792029455618083,0.907483
0.8773557414595101,0.9019009
0.87510683691497,0.88653743
0.8754639019000234,0.8954915
0.8746972393125741,0.8989261
0.8725603281961359,0.8856103
0.8729453095335592,0.9068269
0.8695505271986737,0.8763765
0.8703058971561898,0.9045314
0.8678908903925889,0.88714284
0.8662220117297157,0.85942936
0.8645272755893201,0.9290162
0.8491896639821986,0.87299436
0.836533792179017,0.7833575
0.8447249835065788,0.9475924
0.8262934356034977,0.8614009
0.8176766906233555,0.8753845
0.8054795351749939,0.85001683
0.7958524019541412,0.83916473
0.7860356401980184,0.85825485
0.7686601106018156,0.8318349
0.7510078299483471,0.7706485
0.7402072561622497,0.78440315
0.7253417436667409,0.7426464
0.7137163504905479,0.713268
0.7047299288124536,0.61872107
0.7114367378583255,0.7265941
0.7070812988002209,0.70201033
0.7040043887633949,0.73149294
0.6961270541865933,0.6664213
0.7017931762362846,0.687948
0.7008061211664368,0.67950916
0.7005007431289059,0.7098267
0.6964207638281356,0.7034994
0.6935050588136895,0.6952842
0.6911457963390946,0.68670255
0.6867365322904959,0.649926
0.6867391635362845,0.6675092
0.6854332323134753,0.68139684
0.681279086672113,0.6403357
0.6831199395294989,0.7032987
0.6731925697280814,0.63507146
0.6684297781004036,0.6824275
0.656969677566305,0.6465258
0.6468515230121212,0.61890644
0.637586521833938,0.5543473
0.6350772771947224,0.5735357
0.6333645226458273,0.5743611
0.6345064640806048,0.5719954
0.6344755500878807,0.61517894
0.6290396264882618,0.57455003
0.6280262510106732,0.60171413
0.6226688233469786,0.5366132
0.6216985932381885,0.5399545
0.620641295387566,0.5511873
0.6210774146295545,0.56282926
0.6185322587576736,0.548511
0.6180671704447023,0.55196947
0.6176716688623907,0.6848103
0.5946242626647653,0.5669486
0.5827451040019913,0.5623374
0.5713529663056452,0.5192317
0.5798648461067646,0.5299223
0.5742649443325778,0.49521545
0.5757408734293737,0.4954942
0.5736348216067897,0.5178008
0.5715259640917904,0.53901124
0.5665609729065529,0.5311086
0.5583094343932737,0.49874175
0.561647327816164,0.53402865
0.5576591506114854,0.46864563
0.5599115332134055,0.5464345
0.5510290949985033,0.5116576
0.5429577710345836,0.46342006
0.5432772578921425,0.507241
0.539234218108366,0.43667096
0.5416838530505278,0.47246277
0.5406842327766934,0.51840127
0.5363332535455112,0.47738415
0.5311708471313229,0.49091047
0.5227992900757623,0.47676823
0.5163146846876643,0.44836617
0.5113619120496652,0.44092432
0.505320791456636,0.42582428
0.5012355939443955,0.43521985
