Actual,Predicted
1.0,0.99584895
0.9810391898724424,0.9784541
0.962866959726856,0.96235883
0.9502240149773228,0.94891316
0.8955174321098135,0.8965305
0.8148155362671945,0.83296615
0.7425877885547623,0.7505781
0.6174459792480422,0.6172677
0.5825803077083497,0.5961117
0.5382230535659183,0.55634224
0.4959625298946101,0.50137955
0.4407644919283096,0.45180395
0.4067297359729926,0.42295527
0.3937865521814611,0.41294378
0.342569274071259,0.35399404
0.3302604314286169,0.34017345
0.3059086162315321,0.31834763
0.293056512211834,0.29784098
0.2330218239551378,0.2406984
0.1331202733215959,0.13749692
1.0,0.98647535
0.9561172283789208,0.95281
0.9447165397054964,0.9455834
0.9276081108383912,0.926812
0.9169206535817692,0.9182915
0.9040452708798302,0.90461093
0.8662902941641509,0.8594415
0.8531557419360232,0.85489565
0.83414263308523,0.8372542
0.8230328498173765,0.831209
0.7854193570466943,0.7886801
0.7684347020357827,0.77881193
0.7504334429156065,0.7429711
0.7379209954358987,0.7428662
0.7229081240545329,0.73364764
0.6843378405807308,0.69890434
0.6718038792281812,0.6786583
0.6505259684298516,0.6707198
0.6381378626100549,0.6540399
0.6124658229378868,0.6243773
0.5829788235251946,0.5998232
0.5650302462497403,0.5768963
0.5497453153212672,0.5634804
0.5383051121326915,0.56006426
0.4997690739025731,0.5294781
0.4819844057997348,0.49565816
0.460638757475678,0.48023272
0.4490059862262917,0.46387202
0.4329085486882446,0.46253985
0.3862228126176511,0.41258234
0.3741627231518916,0.3895081
0.3553517437777038,0.38094443
0.3451979322084291,0.3650609
0.2977192484687071,0.32020488
0.2818955342772863,0.29885942
0.263441758567647,0.28593788
0.2503999575020956,0.27079192
0.2366195678570256,0.25951076
0.1929236983623152,0.2077282
0.1747024409047363,0.18775031
0.1557619692647972,0.18090014
0.1428237750316013,0.15144399
0.097712682019407,0.10739374
0.0789560487398559,0.08574418
0.0574431365448374,0.066017926
0.0420747256430383,0.051189058
1.0,0.99425715
0.9788910918325496,0.97578436
0.9309559541110342,0.9342785
0.8881676215973453,0.8931846
0.866032253355755,0.8687642
0.8458632299436265,0.84416157
0.8164457252704387,0.822455
0.7747145067499844,0.77249175
0.7302943305146039,0.72240955
0.705904289013893,0.7174535
0.6867580931164481,0.6993851
0.640350456390153,0.6494865
